year,nameplate_cap,summer_cap,num_facilities,num_generators,state,tot_nameplate_cap,tot_summer_cap,tot_num_gen,tot_num_facilities,tot_cap_change,tot_cap_growth_rate,p_nameplate_cap,p_summer_cap,cap_change,cap_growth_rate,energy_source
2015,402.3,348.7,6,0,FL,67136.1,58635.8,0,141,-978.6999999999971,-1.4577850068740916,0.005992305183053528,0.005946878869223239,-550.2,-1.3676360924683073,Other
2016,402.3,348.7,6,0,FL,66705.4,58432,0,148,-430.70000000001164,-0.6456748629046699,0.006030995991329039,0.00596762048192771,0,0,Other
2017,402.3,348.7,6,0,FL,67334.3,58961.9,0,162,628.9000000000087,0.9339964921295814,0.0059746667003295496,0.0059139885247931285,0,0,Other
2018,416.3,362.7,8,0,FL,64615,57358.7,0,174,-2719.300000000003,-4.20846552658052,0.006442776445097887,0.006323365069292017,14,0.03362959404275762,Other
1991,531.3,494.3,0,0,FL,37760.9,34308.6,0,159,42.5,0.1125502834943023,0.014070109557770072,0.014407466349545013,165.09999999999997,0.310747223790702,Other Biomass
1992,533.8,496.8,0,0,FL,39088.1,35413.8,0,163,1327.199999999997,3.395406786208583,0.013656330187448353,0.014028429595242533,2.5,0.004683402023229675,Other Biomass
1993,533.8,496.8,0,0,FL,41750.7,37216.4,0,168,2662.5999999999985,6.377378103840173,0.012785414376285907,0.013348953687084188,0,0,Other Biomass
1994,572.8,533.1,0,0,FL,43029.8,38775,0,173,1279.1000000000058,2.972591088036676,0.01331170491147995,0.013748549323017408,39,0.06808659217877096,Other Biomass
1995,572.8,533.1,0,0,FL,43814.4,39705.8,0,176,784.5999999999985,1.7907354659655241,0.013073327490505403,0.013426250069259403,0,0,Other Biomass
1996,644.7,600.2,0,0,FL,44883.6,40775.5,0,179,1069.199999999997,2.3821618586744315,0.01436382108387028,0.014719623303209035,71.90000000000009,0.11152474018923543,Other Biomass
1997,586.3,546.1,0,0,FL,44367.6,40350.6,0,168,-516,-1.1630108457523058,0.01321459804001118,0.013533875580536597,-58.40000000000009,-0.09960770936380708,Other Biomass
1998,675.8,629.2,0,0,FL,44478.2,40153.8,0,169,110.59999999999854,0.24866114186275198,0.015193960187237792,0.015669749811972965,89.5,0.13243563184374077,Other Biomass
1999,674,627.9,0,0,FL,44980.6,40855.1,0,170,502.40000000000146,1.1169259636376603,0.014984237649119844,0.015368950265695102,-1.7999999999999545,-0.002670623145400526,Other Biomass
2000,673,627,0,0,FL,45684,41540,0,167,703.4000000000015,1.5397075562560227,0.014731634707994046,0.015093885411651421,-1,-0.0014858841010401188,Other Biomass
2001,738,650,0,0,FL,47483,42805,0,169,1799,3.7887243855695725,0.015542404650085294,0.015185141922672585,65,0.08807588075880758,Other Biomass
2002,738,651,0,0,FL,52804,47054,0,175,5321,10.076888114536779,0.013976213923187637,0.013835168104730735,0,0,Other Biomass
2003,675,589,0,0,FL,55977,49419,0,172,3173,5.668399521231934,0.012058524036657914,0.011918492887351018,-63,-0.09333333333333334,Other Biomass
2004,678,592,0,0,FL,57511,50654,0,173,1534,2.667315817843543,0.011789049051485803,0.011687132309393137,3,0.004424778761061947,Other Biomass
2005,679,587,0,0,FL,60535,53220,0,171,3024,4.9954571735359705,0.011216651523911787,0.011029688087185269,1,0.0014727540500736377,Other Biomass
2006,704,610,0,0,FL,60701,53206,0,166,166,0.2734716067280605,0.011597831996177987,0.011464872382813969,25,0.03551136363636364,Other Biomass
2007,755,639,0,0,FL,63145,55451,0,164,2444,3.870456884947343,0.01195660780742735,0.011523687580025609,51,0.06754966887417219,Other Biomass
2008,762,641,21,0,FL,63318,55460,0,162,173,0.273224043715847,0.01203449256135696,0.01155787955283087,7,0.009186351706036745,Other Biomass
2009,783,662,22,0,FL,67343,59073,0,165,4025,5.976864707541987,0.01162704364224938,0.011206473346537335,21,0.02681992337164751,Other Biomass
2010,785,661,23,0,FL,67780,59222,0,172,437,0.6447329595750959,0.01158158748893479,0.011161392725676268,2,0.0025477707006369425,Other Biomass
2011,790.9,666,24,0,FL,68425.1,59626.7,0,143,645.1000000000058,0.9427826923161322,0.011558623955244492,0.011169492861419465,5.899999999999977,0.00745985586041216,Other Biomass
2012,788.5,663.6,24,0,FL,68232.3,59139.2,0,140,-192.8000000000029,-0.28256412285677446,0.011556110522435855,0.011220983713002545,-2.3999999999999773,-0.0030437539632212776,Other Biomass
2013,929.2,745.1,29,0,FL,67605.1,58780.7,0,144,-627.1999999999971,-0.9277406586189461,0.013744525191146821,0.012675929344155481,140.70000000000005,0.15142057684029275,Other Biomass
2014,930,745.9,28,0,FL,68114.8,59440,0,143,509.6999999999971,0.7482955246143232,0.013653420402027164,0.01254878869448183,0.7999999999999545,8.60215053763392e-4,Other Biomass
2015,977,794.5,28,0,FL,67136.1,58635.8,0,141,-978.6999999999971,-1.4577850068740916,0.014552528371472277,0.013549742648689026,47,0.048106448311156604,Other Biomass
2016,975.4,792.9,28,0,FL,66705.4,58432,0,148,-430.70000000001164,-0.6456748629046699,0.014622504324987183,0.013569619386637458,-1.6000000000000227,-0.0016403526758253257,Other Biomass
2017,981,807.9,32,0,FL,67334.3,58961.9,0,162,628.9000000000087,0.9339964921295814,0.014569097770378544,0.01370206862397582,5.600000000000023,0.005708460754332337,Other Biomass
2018,836,720.9,30,0,FL,64615,57358.7,0,174,-2719.300000000003,-4.20846552658052,0.012938172251025304,0.012568276477674703,-145,-0.173444976076555,Other Biomass
2010,326,220,1,0,FL,67780,59222,0,172,437,0.6447329595750959,0.0048096783712009445,0.003714835702948229,186,0.5705521472392638,Other Gases
1991,12739.6,11142.8,0,0,FL,37760.9,34308.6,0,159,42.5,0.1125502834943023,0.33737543331859143,0.3247815416542791,-37.399999999999636,-0.0029357279663411438,Petroleum
1992,13452.8,11651.8,0,0,FL,39088.1,35413.8,0,163,1327.199999999997,3.395406786208583,0.3441661272868213,0.3290186311550864,713.1999999999989,0.05301498572787813,Petroleum
1993,13473.3,11675.1,0,0,FL,41750.7,37216.4,0,168,2662.5999999999985,6.377378103840173,0.32270836177597023,0.3137084726088499,20.5,0.0015215277623150973,Petroleum
1994,16914.5,14801,0,0,FL,43029.8,38775,0,173,1279.1000000000058,2.972591088036676,0.3930880459588471,0.3817150225660864,3441.2000000000007,0.2034467468739839,Petroleum
1995,15062.9,13536.1,0,0,FL,43814.4,39705.8,0,176,784.5999999999985,1.7907354659655241,0.34378880002921414,0.3409098922575543,-1851.6000000000004,-0.1229245364438455,Petroleum
1996,15176.6,13692.2,0,0,FL,44883.6,40775.5,0,179,1069.199999999997,2.3821618586744315,0.3381324136210108,0.33579477872742214,113.70000000000073,0.007491796581579585,Petroleum
1997,15022,13550.2,0,0,FL,44367.6,40350.6,0,168,-516,-1.1630108457523058,0.3385804055211461,0.3358116112275902,-154.60000000000036,-0.010291572360537902,Petroleum
1998,13514.7,12243.3,0,0,FL,44478.2,40153.8,0,169,110.59999999999854,0.24866114186275198,0.3038499759432711,0.3049101205863455,-1507.2999999999993,-0.11153040763021001,Petroleum
1999,13369,12174.2,0,0,FL,44980.6,40855.1,0,170,502.40000000000146,1.1169259636376603,0.2972170224496783,0.2979848293113957,-145.70000000000073,-0.010898346921983748,Petroleum
2000,13632,12453,0,0,FL,45684,41540,0,167,703.4000000000015,1.5397075562560227,0.2983976884686105,0.2997833413577275,263,0.019292840375586855,Petroleum
2001,13763,12570,0,0,FL,47483,42805,0,169,1799,3.7887243855695725,0.28985110460585894,0.2936572830276837,131,0.00951827363220228,Petroleum
2002,11764,10668,0,0,FL,52804,47054,0,175,5321,10.076888114536779,0.22278615256419967,0.2267182386194585,-1999,-0.16992519551173071,Petroleum
2003,11095,10080,0,0,FL,55977,49419,0,172,3173,5.668399521231934,0.19820640620254748,0.2039701329448188,-669,-0.060297431275349256,Petroleum
2004,12896,11787,0,0,FL,57511,50654,0,173,1534,2.667315817843543,0.22423536366955887,0.23269633197773126,1801,0.13965570719602977,Petroleum
2005,12936,11701,0,0,FL,60535,53220,0,171,3024,4.9954571735359705,0.21369455686792765,0.2198609545283728,40,0.0030921459492888066,Petroleum
2006,12949,11677,0,0,FL,60701,53206,0,166,166,0.2734716067280605,0.21332432744106358,0.2194677292034733,13,0.0010039385280716658,Petroleum
2007,12937,11671,0,0,FL,63145,55451,0,164,2444,3.870456884947343,0.20487766252276507,0.21047411227930965,-12,-9.275720800803896e-4,Petroleum
2008,14370,13128,37,0,FL,63318,55460,0,162,173,0.273224043715847,0.22694968255472378,0.23671114316624595,1433,0.09972164231036883,Petroleum
2009,13954,12602,35,0,FL,67343,59073,0,165,4025,5.976864707541987,0.20720787609699598,0.21332927056354004,-416,-0.02981224021785868,Petroleum
2010,13391,12033,34,0,FL,67780,59222,0,172,437,0.6447329595750959,0.19756565358512837,0.20318462733443654,-563,-0.04204316331864685,Petroleum
2011,11965.9,10671.7,29,0,FL,68425.1,59626.7,0,143,645.1000000000058,0.9427826923161322,0.17487588618796318,0.17897519064445963,-1425.1000000000004,-0.11909676664521686,Petroleum
2012,10707.2,9532.8,27,0,FL,68232.3,59139.2,0,140,-192.8000000000029,-0.28256412285677446,0.15692274773091336,0.16119257615929874,-1258.699999999999,-0.11755641063956952,Petroleum
2013,8176.5,7287.9,22,0,FL,67605.1,58780.7,0,144,-627.1999999999971,-0.9277406586189461,0.12094501746170036,0.12398457316772342,-2530.7000000000007,-0.3095089586008684,Petroleum
2014,8016,7149.9,22,0,FL,68114.8,59440,0,143,509.6999999999971,0.7482955246143232,0.11768367520715027,0.12028768506056527,-160.5,-0.02002245508982036,Petroleum
2015,6837.6,5936.9,21,0,FL,67136.1,58635.8,0,141,-978.6999999999971,-1.4577850068740916,0.10184684543784939,0.10125043062429437,-1178.3999999999996,-0.17234117234117227,Petroleum
2016,5663.3,4974,19,0,FL,66705.4,58432,0,148,-430.70000000001164,-0.6456748629046699,0.08490017299948731,0.08512458926615553,-1174.3000000000002,-0.20735260360567162,Petroleum
2017,5796.7,5029,20,0,FL,67334.3,58961.9,0,162,628.9000000000087,0.9339964921295814,0.08608836803828063,0.08529236676565714,133.39999999999964,0.023013093656735668,Petroleum
2018,3921.4,3360,19,0,FL,64615,57358.7,0,174,-2719.300000000003,-4.20846552658052,0.06068869457556295,0.058578733478966576,-1875.2999999999997,-0.47822206354873253,Petroleum
2009,25,25,1,0,FL,67343,59073,0,165,4025,5.976864707541987,3.71233832766583e-4,4.2320518680276944e-4,-8.399999999999999,-0.33599999999999997,Solar Thermal and Photovoltaic
2010,125,123,4,0,FL,67780,59222,0,172,437,0.6447329595750959,0.0018442018294482147,0.0020769308702846914,100,0.8,Solar Thermal and Photovoltaic
2011,67.1,64.6,6,0,FL,68425.1,59626.7,0,143,645.1000000000058,0.9427826923161322,9.806342994018275e-4,0.0010834072655370832,-57.900000000000006,-0.8628912071535024,Solar Thermal and Photovoltaic
2012,67.7,65.2,7,0,FL,68232.3,59139.2,0,140,-192.8000000000029,-0.28256412285677446,9.92198709408887e-4,0.001102483631838104,0.6000000000000085,0.00886262924667664,Solar Thermal and Photovoltaic
2013,68.9,66.4,8,0,FL,67605.1,58780.7,0,144,-627.1999999999971,-0.9277406586189461,0.001019153880402514,0.001129622478126324,1.2000000000000028,0.01741654571843255,Solar Thermal and Photovoltaic
2014,75.1,72.9,10,0,FL,68114.8,59440,0,143,509.6999999999971,0.7482955246143232,0.0011025504002067097,0.0012264468371467026,6.199999999999989,0.08255659121171756,Solar Thermal and Photovoltaic
2015,84.6,82.4,13,0,FL,67136.1,58635.8,0,141,-978.6999999999971,-1.4577850068740916,0.0012601268170179677,0.0014052848259936762,9.5,0.11229314420803783,Solar Thermal and Photovoltaic
2016,330.6,326.5,24,0,FL,66705.4,58432,0,148,-430.70000000001164,-0.6456748629046699,0.004956120493992991,0.005587691675794085,246.00000000000003,0.7441016333938294,Solar Thermal and Photovoltaic
2017,517.7,513.9,35,0,FL,67334.3,58961.9,0,162,628.9000000000087,0.9339964921295814,0.007688503481880706,0.00871579782876739,187.10000000000002,0.3614062198184277,Solar Thermal and Photovoltaic
2018,1401.6,1399.5,50,0,FL,64615,57358.7,0,174,-2719.300000000003,-4.20846552658052,0.02169155768784338,0.024399088542801702,883.8999999999999,0.6306364155251141,Solar Thermal and Photovoltaic
1991,386.2,367.6,9,0,FL,37760.9,34308.6,0,159,42.5,0.1125502834943023,0.010227510467176364,0.010714514728085671,15,0.038839979285344384,Wood and Wood Derived Fuels
1992,378.7,360.1,9,0,FL,39088.1,35413.8,0,163,1327.199999999997,3.395406786208583,0.0096883706294243,0.01016835245017479,-7.5,-0.019804594665962502,Wood and Wood Derived Fuels
1993,398.2,378,9,0,FL,41750.7,37216.4,0,168,2662.5999999999985,6.377378103840173,0.009537564639634784,0.010156812587998838,19.5,0.048970366649924664,Wood and Wood Derived Fuels
1994,450.3,426.5,10,0,FL,43029.8,38775,0,173,1279.1000000000058,2.972591088036676,0.010464840645320219,0.010999355254674404,52.10000000000002,0.11570064401510109,Wood and Wood Derived Fuels
1995,561.5,529.1,11,0,FL,43814.4,39705.8,0,176,784.5999999999985,1.7907354659655241,0.012815421413964358,0.01332550911957447,111.19999999999999,0.19804096170970611,Wood and Wood Derived Fuels
1996,506.6,478.7,11,0,FL,44883.6,40775.5,0,179,1069.199999999997,2.3821618586744315,0.01128697341567967,0.011739892827801008,-54.89999999999998,-0.10836952230556647,Wood and Wood Derived Fuels
1997,569.4,536.4,11,0,FL,44367.6,40350.6,0,168,-516,-1.1630108457523058,0.01283368944905742,0.013293482624793683,62.799999999999955,0.11029153494906913,Wood and Wood Derived Fuels
1998,516.2,488.2,10,0,FL,44478.2,40153.8,0,169,110.59999999999854,0.24866114186275198,0.011605685481876517,0.01215825152289447,-53.19999999999993,-0.10306082913599365,Wood and Wood Derived Fuels
1999,466.3,439.4,10,0,FL,44980.6,40855.1,0,170,502.40000000000146,1.1169259636376603,0.010366691418078016,0.01075508320870589,-49.900000000000034,-0.10701265279862757,Wood and Wood Derived Fuels
2000,543,510,10,0,FL,45684,41540,0,167,703.4000000000015,1.5397075562560227,0.011885999474651956,0.01227732306210881,76.69999999999999,0.14125230202578268,Wood and Wood Derived Fuels
2001,337,312,8,0,FL,47483,42805,0,169,1799,3.7887243855695725,0.007097276920160899,0.007288868122882841,-206,-0.6112759643916914,Wood and Wood Derived Fuels
2002,337,316,8,0,FL,52804,47054,0,175,5321,10.076888114536779,0.006382092265737444,0.006715688358056701,0,0,Wood and Wood Derived Fuels
2003,337,314,8,0,FL,55977,49419,0,172,3173,5.668399521231934,0.006020329778301803,0.006353831522288998,0,0,Wood and Wood Derived Fuels
2004,381,345,9,0,FL,57511,50654,0,173,1534,2.667315817843543,0.006624819599728747,0.006810913254629447,44,0.11548556430446194,Wood and Wood Derived Fuels
2005,396,343,9,0,FL,60535,53220,0,171,3024,4.9954571735359705,0.006541670108201867,0.006444945509207065,15,0.03787878787878788,Wood and Wood Derived Fuels
2006,396,343,9,0,FL,60701,53206,0,166,166,0.2734716067280605,0.006523780497850118,0.006446641356238019,0,0,Wood and Wood Derived Fuels
2007,403,354,9,0,FL,63145,55451,0,164,2444,3.870456884947343,0.0063821363528387045,0.006384014715694938,7,0.017369727047146403,Wood and Wood Derived Fuels
2008,389,351,9,0,FL,63318,55460,0,162,173,0.273224043715847,0.006143592659275403,0.006328885683375406,-14,-0.03598971722365039,Wood and Wood Derived Fuels
2009,389,351,9,0,FL,67343,59073,0,165,4025,5.976864707541987,0.0057763984378480316,0.0059418008227108835,0,0,Wood and Wood Derived Fuels
2010,380,344,9,0,FL,67780,59222,0,172,437,0.6447329595750959,0.005606373561522573,0.005808652190064503,-9,-0.02368421052631579,Wood and Wood Derived Fuels
2011,404.5,358.4,9,0,FL,68425.1,59626.7,0,143,645.1000000000058,0.9427826923161322,0.005911573384620556,0.006010730092391496,24.5,0.06056860321384425,Wood and Wood Derived Fuels
2012,419,373.1,8,0,FL,68232.3,59139.2,0,140,-192.8000000000029,-0.28256412285677446,0.0061407866948644555,0.006308844218386451,14.5,0.034606205250596656,Wood and Wood Derived Fuels
2013,491.1,437.2,8,0,FL,67605.1,58780.7,0,144,-627.1999999999971,-0.9277406586189461,0.007264244857266685,0.007437815473446217,72.10000000000002,0.14681327631846877,Wood and Wood Derived Fuels
2014,491.1,437.2,8,0,FL,68114.8,59440,0,143,509.6999999999971,0.7482955246143232,0.007209886838102733,0.007355316285329744,0,0,Wood and Wood Derived Fuels
2015,589.5,494.1,9,0,FL,67136.1,58635.8,0,141,-978.6999999999971,-1.4577850068740916,0.008780670905816692,0.00842659262771208,98.39999999999998,0.16692111959287528,Wood and Wood Derived Fuels
2016,560.5,488.9,9,0,FL,66705.4,58432,0,148,-430.70000000001164,-0.6456748629046699,0.008402618078896163,0.008366990690032858,-29,-0.05173951828724353,Wood and Wood Derived Fuels
2017,560.5,488.9,9,0,FL,67334.3,58961.9,0,162,628.9000000000087,0.9339964921295814,0.008324137920792226,0.008291795210127217,0,0,Wood and Wood Derived Fuels
2018,580.5,507,9,0,FL,64615,57358.7,0,174,-2719.300000000003,-4.20846552658052,0.008983982047512188,0.008839112462451207,20,0.034453057708871665,Wood and Wood Derived Fuels
1991,14613.9,13028.5,0,0,GA,23947.3,21730.8,0,97,1645.5999999999985,6.871755897324536,0.6102525128093773,0.5995407440131059,1556.1000000000004,0.10648081620922549,Coal
1992,14686.7,13229.2,0,0,GA,24276.6,22406.9,0,113,329.2999999999993,1.35645024426814,0.6049735135892177,0.5904074191432104,72.80000000000109,0.004956865735665676,Coal
1993,14621.6,13178.8,0,0,GA,24228.1,22519.1,0,114,-48.5,-0.2001807818194576,0.60349759163946,0.5852276511938754,-65.10000000000036,-0.004452317119877466,Coal
1994,14621.6,13228.5,0,0,GA,25143.5,23432.4,0,140,915.4000000000015,3.6407023684053588,0.5815260405273729,0.5645388436523787,0,0,Coal
1995,14563.1,12615.5,0,0,GA,25948.8,23675.3,0,138,805.2999999999993,3.1034190405722013,0.5612244111481071,0.5328549163051788,-58.5,-0.0040170018746008744,Coal
1996,14563.1,13297.7,0,0,GA,25693.3,24192.6,0,139,-255.5,-0.9944226705016483,0.5668053539249532,0.5496598133313493,0,0,Coal
1997,14607.6,13273.1,0,0,GA,26492.1,24853.8,0,137,798.7999999999993,3.0152385050637713,0.551394566682143,0.5340471074845698,44.5,0.0030463594293381525,Coal
1998,14607.6,13590.5,0,0,GA,26487,25085.4,0,131,-5.099999999998545,-0.019254728734845565,0.5515007362102163,0.5417693160164877,0,0,Coal
