,year,month,state,residential_price,perc_residential_rev,perc_commercial_rev,perc_industrial_rev
12640,2010,8,TX,11.7,0.5195842907315273,0.3085874058960711,0.17165318263832124
12641,2010,8,UT,9.54,0.46009640087103326,0.3370702943407306,0.2016050500354775
12642,2010,8,VA,10.85,0.5356608463091709,0.35599209111804836,0.10696941345958984
12643,2010,8,VT,15.64,0.44016190418655227,0.3772730018727723,0.1825801969431523
12644,2010,8,WA,8.25,0.4206361287605019,0.3757947438990568,0.20347112022137098
12645,2010,8,WI,12.95,0.4389461321274178,0.3326162470564804,0.22843762081610178
12646,2010,8,WV,9.2,0.45354746899776377,0.26769114195420357,0.2786505017649559
12647,2010,8,WY,9.52,0.20421268359330524,0.30097916429466015,0.49479676648070137
12648,2010,9,AK,15.65,0.32264188365964924,0.44719916130677473,0.23015895503357606
12649,2010,9,AL,11.1,0.47612597584573296,0.2918876359511577,0.23198505371321812
12650,2010,9,AR,8.91,0.507262923619801,0.25306211923312294,0.2396597340835259
12651,2010,9,AZ,11.52,0.5391790702969804,0.3681921801512253,0.09263005818168495
12652,2010,9,CA,14.85,0.3565514331441874,0.4987283573403172,0.14283922595664192
12653,2010,9,CO,11.66,0.40650535971026625,0.3754003858263417,0.21720248603199446
12654,2010,9,CT,19.11,0.4592006616050417,0.42746700093308826,0.10919730595119796
12656,2010,9,DE,14.14,0.4769639944023937,0.35356151568334865,0.16947448991425765
12657,2010,9,FL,11.73,0.5881758137823259,0.3572016728152535,0.0543361066498819
12658,2010,9,GA,10.61,0.5253590658455168,0.33466207066993076,0.13899980902821285
12659,2010,9,HI,28.02,0.32587681016602377,0.35208491708196077,0.32204296534054117
12660,2010,9,IA,11.23,0.39698132824405735,0.2838220842294162,0.3191930269323345
12661,2010,9,ID,8.07,0.3523733565749336,0.2604731090847798,0.38715353434028665
12662,2010,9,IL,11.75,0.40304133409842596,0.35905820857382675,0.2354351252081346
12663,2010,9,IN,10.17,0.38954532057980334,0.25833936178763767,0.35192478870639793
12664,2010,9,KS,10.48,0.4131822283838397,0.3903595390993866,0.1964582325167737
12665,2010,9,KY,8.94,0.3878465795248545,0.25192825112107625,0.3602251693540693
12666,2010,9,LA,9.53,0.47347343331134056,0.3037352068807694,0.22265167590957993
12667,2010,9,MA,14.64,0.3688251161376143,0.33028838843048797,0.2987151227544787
12668,2010,9,MD,14.93,0.49295211890143503,0.44496856956773095,0.05565564833041837
12669,2010,9,ME,15.88,0.44609536688132323,0.3574567732253729,0.19644785989330388
12670,2010,9,MI,12.67,0.39246981077782517,0.3969944731645846,0.21048734384457388
12671,2010,9,MN,11.08,0.3830415221938849,0.34341722122906754,0.27322824752403224
12672,2010,9,MO,9.73,0.4793474463895614,0.36427639159473135,0.15609288131233695
12673,2010,9,MS,10.07,0.4846338711124331,0.30487920036638855,0.21048692852117828
12674,2010,9,MT,9.79,0.3584199205635662,0.4042722689458171,0.23730781049061672
12675,2010,9,NC,10.54,0.5255432484364683,0.34070245787923525,0.13371163504981787
12676,2010,9,ND,9.53,0.3487220317940137,0.3891392944859788,0.26213867372000754
12677,2010,9,NE,10.22,0.3935458240381383,0.3356507655166091,0.2708034104452526
12678,2010,9,NH,16.76,0.4429929144503094,0.39960326356478554,0.15739702855279517
12679,2010,9,NJ,17.37,0.4440921850305475,0.47202509848324015,0.08098129408157007
12680,2010,9,NM,10.79,0.36650962257262565,0.4171056367819289,0.21638474064544544
12681,2010,9,NV,12.43,0.4269120617406771,0.241183563956468,0.3316511410569473
12682,2010,9,NY,20.09,0.4038091845792449,0.5338177792334546,0.047503673521557356
12683,2010,9,OH,11.78,0.42520596796507737,0.332462220706729,0.24219328577289267
12684,2010,9,OK,10.3,0.5004438995518729,0.3245821707392689,0.17497158103398064
12685,2010,9,OR,9.09,0.42065013124925427,0.3637468679155232,0.21505861472378
12686,2010,9,PA,12.95,0.4251565557498979,0.329768291982473,0.24019928352976075
12687,2010,9,RI,15.76,0.4454148936170213,0.4448191489361702,0.1063936170212766
12688,2010,9,SC,10.69,0.4902633484047958,0.2962447292217029,0.2134919223735013
12689,2010,9,SD,9.81,0.4311382124862494,0.3952711420151291,0.17359064549862155
12690,2010,9,TN,9.72,0.46015775964173533,0.3200543232231779,0.219765919239938
12691,2010,9,TX,11.58,0.4982358874858394,0.3291580457702828,0.17239919610687987
12692,2010,9,UT,8.97,0.36282891585277194,0.41075524546463854,0.22495618212456112
12693,2010,9,VA,10.61,0.48805704410751466,0.39278127402327667,0.11764786501986652
12694,2010,9,VT,15.99,0.4223002195754874,0.3846729655998403,0.19304344933129283
12695,2010,9,WA,8.35,0.4068041418427243,0.3849165695693275,0.2081803592235144
12696,2010,9,WI,13.12,0.3760466598887404,0.36081677109257815,0.26313656901868143
12697,2010,9,WV,9.29,0.4086221303544727,0.2761841410854077,0.3150233089981529
12698,2010,9,WY,9.45,0.19793319930871514,0.3242455236953174,0.4778212769959675
12699,2010,10,AK,16.1,0.36204759375042567,0.44440357974745615,0.19354882650211816
12700,2010,10,AL,11.44,0.40839048929271893,0.31492032545210463,0.2766891852551765
12701,2010,10,AR,8.79,0.434887241095208,0.27960759517924544,0.2854936674905635
12702,2010,10,AZ,10.96,0.47601671001925067,0.40389781837461614,0.12008547160613317
12703,2010,10,CA,14.11,0.3538101390358071,0.4886371002198767,0.15559426616860972
12704,2010,10,CO,10.53,0.373658048532588,0.3808839410494219,0.24461101935374582
12705,2010,10,CT,19.76,0.4400259492542174,0.44296462475672577,0.11313254537888755
12707,2010,10,DE,14.67,0.41970331217808987,0.38194216709427264,0.19836416597542392
12708,2010,10,FL,11.7,0.5461005273343585,0.39050410700873855,0.06307199087596317
12709,2010,10,GA,10.0,0.44492168172325763,0.3844332116881578,0.16969153540060444
12710,2010,10,HI,28.45,0.32704295030357544,0.3505734202833371,0.32238362941308746
12711,2010,10,IA,10.76,0.3795272872753516,0.29993253684978466,0.3205401758748637
12712,2010,10,ID,8.05,0.41668663669564715,0.30004888663094426,0.28326447667340854
12713,2010,10,IL,12.22,0.3727910417883404,0.3756410441616226,0.24873648518968716
12714,2010,10,IN,10.8,0.3520519770408163,0.26816485969387754,0.37956951530612243
12715,2010,10,KS,10.13,0.34315970591535716,0.42498057029811603,0.2318638798724913
12716,2010,10,KY,9.68,0.3234198327319539,0.24896898894873565,0.42761117831931045
12717,2010,10,LA,9.58,0.42199448113013277,0.32116527779684517,0.25668579508793127
12718,2010,10,MA,14.55,0.3518326370127442,0.33144482340543663,0.31421028180345145
12719,2010,10,MD,13.62,0.43450920800318393,0.49555700278591847,0.06333080068019827
12720,2010,10,ME,15.85,0.44282354098199433,0.3539342878451363,0.20325036675217387
12721,2010,10,MI,12.62,0.360301380652032,0.4039476731179082,0.23569861411475648
12722,2010,10,MN,10.87,0.3747413078254823,0.3466204994608867,0.2783022746118736
12723,2010,10,MO,9.42,0.4394883575648691,0.3866560037571249,0.17366955466107234
12724,2010,10,MS,10.0,0.4277291400795457,0.32242183014585357,0.2498520045573672
12725,2010,10,MT,9.69,0.36100127016080713,0.41625326527188633,0.22274546456730654
12726,2010,10,NC,10.64,0.46895947389702525,0.37194323001708696,0.1590534225507599
12727,2010,10,ND,8.99,0.34258355866529144,0.3862793744599002,0.2711370668748084
12728,2010,10,NE,9.1,0.3263021276327644,0.3731264293949761,0.30057774333579046
12729,2010,10,NH,17.06,0.4303350426032309,0.40624590353548984,0.16341905386127925
12730,2010,10,NJ,16.34,0.3834653515346423,0.5144251080512833,0.09906969353958636
12731,2010,10,NM,10.63,0.34027539408021545,0.4302603437805297,0.2294642621392549
12732,2010,10,NV,12.18,0.39383693697716043,0.2924086032852893,0.3134946889041324
12733,2010,10,NY,18.36,0.37781661197802463,0.5501910613269396,0.05362057908991342
12734,2010,10,OH,11.49,0.3646839082923057,0.3512921694521674,0.28385819234384957
12735,2010,10,OK,10.02,0.43627265685515104,0.3578900077459334,0.20583423702556158
12736,2010,10,OR,9.12,0.43278138953124773,0.37020594266765566,0.1965072647148654
12737,2010,10,PA,13.03,0.4112204353636551,0.332525808795171,0.2512193590629008
12738,2010,10,RI,15.85,0.437045494030925,0.4541957260926758,0.105259239036013
12739,2010,10,SC,11.09,0.439028547594029,0.2966234589192181,0.2643479934867529
12740,2010,10,SD,9.84,0.41654571843251087,0.39695974333511574,0.18649453823237339
12741,2010,10,TN,10.45,0.41160075403088625,0.3428302928562266,0.2455466445067846
12742,2010,10,TX,11.62,0.432210906890437,0.35890555761946524,0.20864378152515692
12743,2010,10,UT,8.5,0.33273232855492213,0.42029914801224016,0.24535596835836815
12744,2010,10,VA,10.57,0.4394782621569803,0.4193401289539334,0.1394079371071976
12745,2010,10,VT,16.12,0.43275197048465536,0.38054670467885293,0.1867180949186651
12746,2010,10,WA,8.31,0.40936942594603554,0.3903026179791451,0.20023637259647883
12747,2010,10,WI,12.88,0.3837988209070751,0.35532832441932877,0.2608728546735961
12748,2010,10,WV,9.49,0.37240516788940625,0.2732069277411142,0.3542315723649682
12749,2010,10,WY,9.5,0.18380010062049304,0.3083906311140925,0.5078092682654145
12750,2010,11,AK,16.57,0.3805209934070292,0.4323476924602191,0.1871313141327517
12751,2010,11,AL,10.89,0.41021578363820654,0.3161685871422664,0.27361562921952703
12752,2010,11,AR,8.93,0.4179776872048821,0.27778589098504664,0.30421872026693925
12753,2010,11,AZ,10.14,0.4203243595222107,0.44950676822967894,0.13016887224811038
12754,2010,11,CA,14.67,0.3759999743146115,0.4713449391155959,0.15056654341693526
12755,2010,11,CO,10.39,0.39562663275602306,0.3869186006330601,0.21648444303150097
12756,2010,11,CT,19.49,0.4650770062145366,0.4251423731631784,0.10572766196246337
12758,2010,11,DE,14.48,0.4304178584485688,0.37576076904879674,0.19382137250263445
12759,2010,11,FL,11.7,0.5237339428775817,0.4052819095575681,0.07062814540760011
12760,2010,11,GA,9.59,0.42407129346151595,0.3934010647218268,0.18146552004316088
12761,2010,11,HI,28.91,0.3333426834969612,0.34409069658719027,0.3225666199158485
12762,2010,11,IA,10.34,0.4079776891804309,0.2765795313942298,0.315446707386531
12763,2010,11,ID,7.87,0.5045661298537082,0.2798686359565164,0.21556523418977538
12764,2010,11,IL,11.98,0.39164065938357195,0.3622862908460344,0.2431632595982442
12765,2010,11,IN,10.3,0.37399281464680306,0.2554111679230412,0.37033639951931824
12766,2010,11,KS,10.03,0.3704346392611263,0.40133094445866396,0.2282344162802098
12767,2010,11,KY,9.2,0.33957613222252314,0.24314930474852176,0.4172745630289551
12768,2010,11,LA,8.86,0.36555365981822546,0.3350805832527825,0.29920789895359623
12769,2010,11,MA,14.17,0.3599585945521784,0.3240944645257156,0.31357781469392526
12770,2010,11,MD,13.23,0.44934002535001966,0.4829415492649951,0.06147197657308527
12771,2010,11,ME,15.84,0.46608527131782945,0.3418688911358274,0.1920458375463431
12772,2010,11,MI,12.08,0.3919722223294686,0.38991309182306405,0.21807350323733923
12773,2010,11,MN,10.63,0.4005808712619338,0.33503953026757394,0.2640671328922848
12774,2010,11,MO,9.06,0.44974703905393504,0.37737459786847827,0.17264022932729461
12775,2010,11,MS,10.25,0.40142405336743686,0.3218706254428564,0.2767053211897067
12776,2010,11,MT,9.39,0.4020533880903491,0.38193018480492813,0.2160164271047228
12777,2010,11,NC,10.08,0.46624349398238474,0.3593224163877514,0.17439079271404748
12778,2010,11,ND,8.13,0.38522296778666404,0.37486072250971847,0.2399163097036175
12779,2010,11,NE,8.87,0.3638280677829128,0.34822082480996036,0.2879511074071268
12780,2010,11,NH,16.89,0.4441705054175047,0.3935314345033413,0.1622899500421722
12781,2010,11,NJ,16.28,0.3912560051760414,0.5097305503619662,0.09587139371029452
12782,2010,11,NM,9.9,0.35043626062322947,0.422519357884797,0.22703682719546742
12783,2010,11,NV,12.6,0.3793965137084552,0.3389174147308236,0.2814377024335106
12784,2010,11,NY,18.25,0.38834878252223126,0.539691141889058,0.052615209164895545
12785,2010,11,OH,11.48,0.3979284992032327,0.33275472288423175,0.26907082135355265
12786,2010,11,OK,9.32,0.42519793435250847,0.34789499507590865,0.2269106003861617
12787,2010,11,OR,8.98,0.4791569797159374,0.3384810201719413,0.18190032416247037
12788,2010,11,PA,12.68,0.4394212612414634,0.3142505735372695,0.2412197181625895
12789,2010,11,RI,15.97,0.44305842341795215,0.4470545366209158,0.10614599781367667
12790,2010,11,SC,11.14,0.43127959127634613,0.2974146897544496,0.27130779919952736
12791,2010,11,SD,9.19,0.4528049211207911,0.37667765481516363,0.17051742406404521
12792,2010,11,TN,10.19,0.4040235438812264,0.34601567500407876,0.24993568102809954
12793,2010,11,TX,11.32,0.40305542611516654,0.3649524816290626,0.2316797232849823
12794,2010,11,UT,8.15,0.36971382059944247,0.3885355365233489,0.23998588191228057
12795,2010,11,VA,10.27,0.45861427727581,0.3981754140322475,0.1417328461936745
12796,2010,11,VT,15.85,0.4345876455644405,0.3718095173142828,0.1935857871136042
12797,2010,11,WA,8.23,0.45726971361552915,0.35753579307236005,0.18511271476840715
12798,2010,11,WI,12.7,0.40950546671335747,0.3436053071864908,0.24689117154974516
12799,2010,11,WV,9.19,0.4398320919399012,0.2605799994880852,0.2994445724231488
12800,2010,11,WY,8.92,0.2202961797902152,0.2955152132738168,0.4841775306536114
12801,2010,12,AK,16.04,0.41109376875975506,0.3972538447265305,0.1916523865137144
12802,2010,12,AL,10.34,0.4848778543149283,0.2733786971223219,0.2417434485627498
12803,2010,12,AR,8.28,0.4866406623394644,0.2429888530858297,0.27035506698940814
12804,2010,12,AZ,10.0,0.48317325639100056,0.39486304528267085,0.1219636983263286
12805,2010,12,CA,14.96,0.4391657667873997,0.42732272931079013,0.13146232130903052
12806,2010,12,CO,10.26,0.4297262696830053,0.3531279438958864,0.21613932628900703
12807,2010,12,CT,18.64,0.506588221294669,0.39908282073813706,0.089857480228471
12809,2010,12,DE,13.65,0.482585651251365,0.3458188694656285,0.17160435736037002
12810,2010,12,FL,11.68,0.5644126761612069,0.3685535075625117,0.06670261138369188
12811,2010,12,GA,9.29,0.4914529745429221,0.34950607293857416,0.15796466042390872
12812,2010,12,HI,29.15,0.34217573413288777,0.3432148497402211,0.31460941612689114
12813,2010,12,IA,9.71,0.47959009793144464,0.26042213096952466,0.2599844298692577
12814,2010,12,ID,7.76,0.5570706684021132,0.25008804838833165,0.19284128320955515
12815,2010,12,IL,10.64,0.43958078134827794,0.3281911718526775,0.22847020460201292
12816,2010,12,IN,9.34,0.44999924863285334,0.23292927995803273,0.3167859518933769
12817,2010,12,KS,9.43,0.43651095991649586,0.3605953478449688,0.20289750173332013
12818,2010,12,KY,8.51,0.43370985477508295,0.2281237918147173,0.33816635341019974
12819,2010,12,LA,8.19,0.42546754015049476,0.31823073682188396,0.25615546323967614
12820,2010,12,MA,14.42,0.40674818980182864,0.32331981464275283,0.26715633389551124
12821,2010,12,MD,13.21,0.5141982756488304,0.42499869450620725,0.05441710389257023
12822,2010,12,ME,15.76,0.4968780159681806,0.32535899160646914,0.17777030386336384
12823,2010,12,MI,12.05,0.4488233164162874,0.31558033151821463,0.23553930215148033
12824,2010,12,MN,10.32,0.45133220104570093,0.31060726270444355,0.23777844382932625
12825,2010,12,MO,8.07,0.537027886667179,0.32793644519111464,0.13482886978291664
12826,2010,12,MS,9.64,0.45676720426496004,0.2911274907940618,0.25210835832015294
12827,2010,12,MT,8.95,0.465625030383759,0.34806662064539967,0.1863083489708413
12828,2010,12,NC,9.44,0.5739802381555612,0.3072818013279123,0.11869774512287813
12829,2010,12,ND,7.71,0.4420643069440692,0.3412158875979465,0.21671980545798433
12830,2010,12,NE,7.98,0.4374113696747097,0.3171729574954768,0.24541567282981347
12831,2010,12,NH,16.45,0.4760434254569152,0.37914333955389673,0.14481323498918808
12832,2010,12,NJ,16.14,0.4356131037047418,0.47862487682310084,0.08243831223647316
12833,2010,12,NM,9.69,0.40875108098306695,0.3858133177113845,0.20543560130554858
12834,2010,12,NV,11.61,0.45292277974520534,0.2795152462861611,0.26732741572000185
12835,2010,12,NY,17.72,0.41215332617347905,0.5202850253753659,0.049423526438814834
12836,2010,12,OH,10.67,0.47371383886110885,0.2996434723713235,0.22637370248345212
12837,2010,12,OK,8.16,0.48411193318909873,0.3086917682392989,0.2071962985716024
12838,2010,12,OR,8.75,0.5734410885426466,0.28187185850856994,0.1442181624869711
12839,2010,12,PA,12.22,0.48919457091982455,0.2868991921509578,0.21998201460342498
12840,2010,12,RI,14.95,0.4491610481988174,0.4447644607361829,0.10251794636817875
12841,2010,12,SC,10.13,0.5142478765184035,0.27356379578043655,0.21218832770115992
12842,2010,12,SD,8.49,0.5039949847575966,0.3447979152325696,0.1512071000098338
12843,2010,12,TN,9.5,0.4870150515901862,0.30161624183864494,0.21134759819681712
12844,2010,12,TX,11.24,0.46406804988505534,0.32898418564868626,0.20671687676753894
12845,2010,12,UT,8.22,0.4264981761334028,0.35041036998436687,0.2214108910891089
12846,2010,12,VA,9.92,0.5502280070725253,0.3436904930247592,0.10467592587670288
12847,2010,12,VT,15.58,0.47375082702873744,0.3404481776601559,0.18580099531110664
12848,2010,12,WA,8.13,0.5191538657887675,0.3206317208699579,0.1601391461427197
12849,2010,12,WI,12.25,0.459543427652253,0.3220355375771191,0.21842103477062788
12850,2010,12,WV,8.77,0.5271991252542632,0.22486512996566946,0.24777896590260415
12851,2010,12,WY,8.4,0.2599735826471013,0.2860710379130291,0.4539553794398696
12852,2011,1,AK,16.42,0.4080654258319233,0.405193123185227,0.18674145098284975
12853,2011,1,AL,10.28,0.5066271063154074,0.26049846603196314,0.23287442765262947
12854,2011,1,AR,7.82,0.5325917506255125,0.22589181713569836,0.24150235600896655
12855,2011,1,AZ,9.84,0.4974886862490936,0.3839896301743848,0.11852168357652162
12856,2011,1,CA,15.24,0.45636501587113965,0.41042640423414606,0.1310260343488995
12857,2011,1,CO,10.37,0.4533354697983108,0.35381669130493215,0.1918218188208781
12858,2011,1,CT,18.01,0.5293287324118638,0.38522650113630763,0.08129365574054916
12860,2011,1,DE,12.9,0.5255142683098262,0.3190884525873514,0.15539727910282242
12861,2011,1,FL,11.33,0.5999153883218801,0.3419321709778929,0.057820827234911464
12862,2011,1,GA,9.69,0.5319216881871537,0.3285590404129957,0.1385268324613103
12863,2011,1,HI,30.13,0.3558366518995956,0.3322722702505719,0.3118866872439728
12864,2011,1,IA,9.23,0.48411971498996537,0.25778187842624894,0.25810177390461053
12865,2011,1,ID,7.82,0.5548718557014389,0.2561699793160201,0.18895075136966497
12866,2011,1,IL,10.31,0.4451299709762363,0.3269509932505233,0.2244424515633108
12867,2011,1,IN,9.17,0.4620590550557108,0.22710018438195065,0.3105673575266403
12868,2011,1,KS,9.45,0.4613034368787188,0.3481245114520982,0.19057205166918303
12869,2011,1,KY,8.57,0.4578562688097364,0.2133313490094917,0.3288123821807719
12870,2011,1,LA,7.9,0.46759050077727066,0.2986152440590049,0.2336589045758451
12871,2011,1,MA,14.48,0.42080922178858826,0.3129588067010197,0.2627879819233958
12872,2011,1,MD,13.12,0.5418694695376557,0.403552961086931,0.04830965704697898
12873,2011,1,ME,15.72,0.5034408086445321,0.3245986934373933,0.1719677646733957
12874,2011,1,MI,12.26,0.4578518256725548,0.35054091120254105,0.19154947109175818
12875,2011,1,MN,10.28,0.4675824101424296,0.30195741618741984,0.23015453896552324
12876,2011,1,MO,7.92,0.5561917957172171,0.315131798172539,0.12844665813150002
12877,2011,1,MS,9.64,0.5090018118705624,0.26828263039713957,0.22271288140945866
12878,2011,1,MT,9.08,0.4800058191340401,0.3567856558345911,0.16320852503136876
12879,2011,1,NC,9.33,0.6258205300071521,0.27375090337873004,0.10038550400107844
12880,2011,1,ND,6.97,0.4401366428344629,0.33963627604480306,0.22022708112073403
12881,2011,1,NE,7.79,0.4512590868817985,0.29899443845472307,0.2497518120389842
12882,2011,1,NH,16.31,0.49292212653174083,0.3716170192677318,0.1354608542005274
12883,2011,1,NJ,15.64,0.47194438576456815,0.44834997290520495,0.07643589657238087
12884,2011,1,NM,9.6,0.4280867195510226,0.37754303599374023,0.19437698990880148
12885,2011,1,NV,11.6,0.47002917434805175,0.2734826654257128,0.25624205759696445
12886,2011,1,NY,17.25,0.4229063739864103,0.5076913801867052,0.05098326388102086
12887,2011,1,OH,10.04,0.4943248459171705,0.3001431175253177,0.20535984067006943
12888,2011,1,OK,8.01,0.5261130553821304,0.2881400104246021,0.18574693419326754
12889,2011,1,OR,9.18,0.5643335419447383,0.30123671486882403,0.13395067540250002
12890,2011,1,PA,12.39,0.49904038491844743,0.2529793841330998,0.2433086874100463
12891,2011,1,RI,16.21,0.49407703027999494,0.41420668102538116,0.0880421470501288
12892,2011,1,SC,10.09,0.563714591376343,0.24286866055785541,0.1934167480658015
12893,2011,1,SD,8.34,0.5157475759609377,0.3400597042556638,0.1441927197833985
12894,2011,1,TN,9.41,0.5366204477453292,0.2755336736240052,0.18782326294578341
12895,2011,1,TX,10.7,0.4956449825324097,0.3179461670174492,0.18619922403736638
12896,2011,1,UT,8.16,0.4367264285443924,0.35914533365296053,0.20255743827199435
12897,2011,1,VA,9.57,0.5841694622288885,0.3224906881110417,0.09198905431264001
12898,2011,1,VT,15.71,0.48635391774619546,0.33549937813552455,0.17814670411828
12899,2011,1,WA,8.03,0.5379675352386086,0.31262493542663344,0.1493289182797976
12900,2011,1,WI,12.32,0.4493598177640752,0.3321419921580949,0.21849819007782992
12901,2011,1,WV,8.77,0.5677470304768966,0.21197237577965092,0.220139571615066
12902,2011,1,WY,8.3,0.27728981166964806,0.289610676743111,0.43309951158724097
12903,2011,2,AK,16.54,0.3771779027087302,0.4277749384379501,0.1950471588533197
12904,2011,2,AL,10.56,0.48195411840107505,0.2739767803296547,0.24406910126927023
12905,2011,2,AR,7.89,0.5197387970997266,0.23191415071912516,0.24833590871270653
12906,2011,2,AZ,9.93,0.4720905880056085,0.4068318158422519,0.12107537759792698
12907,2011,2,CA,14.38,0.4051669075945105,0.44633840301417205,0.14633382545644025
12908,2011,2,CO,10.47,0.4254011823167491,0.36849054639689244,0.20492211940412988
12909,2011,2,CT,17.52,0.492613429705698,0.4079264722194277,0.09587193000105762
12911,2011,2,DE,13.0,0.5081802450577686,0.3292723427312929,0.16254741221093846
12912,2011,2,FL,11.28,0.5574990100774412,0.37673177436020905,0.06541396466492817
12913,2011,2,GA,9.82,0.4923404165031137,0.3436882698040547,0.16266854796787641
12914,2011,2,HI,31.04,0.321363181066412,0.3516597172074821,0.3269771017261059
12915,2011,2,IA,9.61,0.45140774697331615,0.2718164560959029,0.2767720820687324
12916,2011,2,ID,7.78,0.5224661868358498,0.27428211732940194,0.20325169583474825
12917,2011,2,IL,11.19,0.43398914366061403,0.343657881872177,0.21918564769685775
12918,2011,2,IN,9.45,0.42829073150915986,0.2336160699173279,0.337801778252685
12919,2011,2,KS,9.73,0.4270167293564392,0.3653682445988667,0.20761502604469412
12920,2011,2,KY,8.79,0.41575270197051356,0.23122784003954336,0.35301945798994305
12921,2011,2,LA,8.24,0.4492547204336172,0.2994372076001701,0.2511755338615076
12922,2011,2,MA,14.36,0.4145316234242959,0.3105749855511645,0.2711976132085787
12923,2011,2,MD,13.39,0.5180361934192925,0.4258314693811469,0.050214321754561905
12924,2011,2,ME,15.8,0.4936996835150813,0.327280664198588,0.1790196522863307
12925,2011,2,MI,12.64,0.4299030334883845,0.37363169679890623,0.19640714066865356
12926,2011,2,MN,10.33,0.4422995981172831,0.31964952237702626,0.23774962770832844
12927,2011,2,MO,8.2,0.5304478229796806,0.3295660018511214,0.13973623472531935
12928,2011,2,MS,9.74,0.4931139166058831,0.27621598401656006,0.23067009937755686
12929,2011,2,MT,9.33,0.45615504246919486,0.37624117717430317,0.16760378035650197
12930,2011,2,NC,10.09,0.5558493624403248,0.30510434760832594,0.13899848151293218
12931,2011,2,ND,7.36,0.42060233502305205,0.33404821432667386,0.2453494506502741
12932,2011,2,NE,8.07,0.42558360857638694,0.3177405810894027,0.25668140849801263
12933,2011,2,NH,16.32,0.48651952989731523,0.3740892290513848,0.1393841739634349
12934,2011,2,NJ,16.73,0.43014054453021316,0.47546325757665364,0.09007529931655757
12935,2011,2,NM,10.07,0.40529523067505147,0.39268323223329066,0.20202153709165785
12936,2011,2,NV,11.85,0.42125573898851437,0.30026794657338535,0.2782373488033923
12937,2011,2,NY,17.45,0.4145323061369368,0.5148739990221561,0.05115614840023092
12938,2011,2,OH,10.46,0.45199870122149205,0.31824463682219994,0.22952068670627027
12939,2011,2,OK,8.29,0.5178556553449728,0.29277104344901844,0.18937638641643553
12940,2011,2,OR,9.39,0.5275963827915999,0.3159786595736205,0.15591320415899293
12941,2011,2,PA,12.59,0.4927915169757462,0.2618128437215686,0.24222353663167853
12942,2011,2,RI,16.36,0.4760982062051841,0.4225048151671965,0.09762606455804887
12943,2011,2,SC,10.77,0.5191684908093196,0.253975006746829,0.22685837656301538
12944,2011,2,SD,8.4,0.5031600025029723,0.3482510481196421,0.14858894937738565
12945,2011,2,TN,9.43,0.5066359738024181,0.2894899008932846,0.2038512075129613
12946,2011,2,TX,10.65,0.49361196791239725,0.3182944868588311,0.18785507683603658
12947,2011,2,UT,8.33,0.39166106899529796,0.3642644659821514,0.24246370652665633
12948,2011,2,VA,9.7,0.5340993637005821,0.35299845021205506,0.11129465041135186
12949,2011,2,VT,15.95,0.47465938363179294,0.3466528040718786,0.1786878122963285
12950,2011,2,WA,8.06,0.5156221413268176,0.32725363901081145,0.15705240551737817
12951,2011,2,WI,12.6,0.4346070042066532,0.3285816463093162,0.23681134948403057
12952,2011,2,WV,8.81,0.494804194673943,0.23156273471444463,0.2734286610699651
12953,2011,2,WY,8.47,0.2614923278144639,0.2880658436213992,0.4504418285641369
12954,2011,3,AK,16.77,0.3834061331506788,0.40983864266705594,0.2067552241822653
12955,2011,3,AL,10.92,0.41395784425905136,0.2956399195635085,0.29040223617744015
12956,2011,3,AR,8.44,0.4590585216953214,0.25743534163410287,0.2834976693776116
12957,2011,3,AZ,10.25,0.4409424467139209,0.42146997491750976,0.13758985239306967
12958,2011,3,CA,14.27,0.4120408684845612,0.44294507492620533,0.14289844723950437
12959,2011,3,CO,10.58,0.4087221953743369,0.37314101146450207,0.21714296635459412
12960,2011,3,CT,17.93,0.4796535906239733,0.41571883958376704,0.10064230698812948
12962,2011,3,DE,13.72,0.4779377924369103,0.3529090281506482,0.16914359131702078
12963,2011,3,FL,11.46,0.5139057276396274,0.4137284171518927,0.07198830722686646
12964,2011,3,GA,10.9,0.4475611275225113,0.38217825746520984,0.16922736413140194
12965,2011,3,HI,31.7,0.3285777994334652,0.3521600171777317,0.3192580541263719
12966,2011,3,IA,9.93,0.43723957574521405,0.27347824820070515,0.28928217605408085
12967,2011,3,ID,7.78,0.5056546765018652,0.2742011714464156,0.2201525918673936
12968,2011,3,IL,11.9,0.41393530590180616,0.34310210506232514,0.23984335251844313
12969,2011,3,IN,9.93,0.38565762289712563,0.24952309652526328,0.3645471756516481
12970,2011,3,KS,10.33,0.38844272854351597,0.38978186217887223,0.2217714936821868
12971,2011,3,KY,9.22,0.37120076991991735,0.2461337735856438,0.38266545649443884
12972,2011,3,LA,8.83,0.3884427590920866,0.33458356099376774,0.2767995332870394
12973,2011,3,MA,14.55,0.3849742627438153,0.31844709424890877,0.2935267944478267
12974,2011,3,MD,13.56,0.48873475871895444,0.4513826677257429,0.052373504532464234
12975,2011,3,ME,15.28,0.4840345067255407,0.3364160431742917,0.17954945010016762
12976,2011,3,MI,12.51,0.42048698476600027,0.35141246168626195,0.2280467999451027
12977,2011,3,MN,10.5,0.4270270380506826,0.3206633683154344,0.25203223846018935
12978,2011,3,MO,8.85,0.4891603215972582,0.35753024443275183,0.15308832049988022
