year,state,energy_source,mw_generation,perc_gen,total_gen
1990,NJ,Coal,7057820,0.17658308471045214,39968834
1990,NJ,Hydroelectric,31351,7.84386154472257e-4,39968834
1990,NJ,Natural Gas,6914325,0.17299291242771805,39968834
1990,NJ,Nuclear,23770387,0.5947230534671089,39968834
1990,NJ,Other Biomass,246058,0.00615624663956922,39968834
1990,NJ,Petroleum,2094969,0.0524150641972693,39968834
1990,NJ,Pumped Storage,-149547,-0.003741590260051119,39968834
1990,NJ,Wood and Wood Derived Fuels,3471,8.684266346123583e-5,39968834
1990,NM,Coal,25826928,0.8961396664645399,28820204
1990,NM,Hydroelectric,205435,0.007128159120594705,28820204
1990,NM,Natural Gas,2738087,0.09500581605876211,28820204
1990,NM,Other Biomass,14128,4.902116584601553e-4,28820204
1990,NM,Petroleum,35626,0.001236146697643084,28820204
1990,NV,Coal,15053277,0.7507612333443969,20050685
1990,NV,Geothermal,761192,0.03796339127565966,20050685
1990,NV,Hydroelectric,1735081,0.08653474931155719,20050685
1990,NV,Natural Gas,2217027,0.11057113510087062,20050685
1990,NV,Petroleum,284108,0.014169490967515574,20050685
1990,NY,Coal,25913047,0.1914582327452284,135345692
1990,NY,Hydroelectric,28188222,0.2082683355743602,135345692
1990,NY,Natural Gas,22724335,0.1678984728970908,135345692
1990,NY,Nuclear,23623356,0.17454087862656167,135345692
1990,NY,Other Biomass,1568979,0.011592382268066574,135345692
1990,NY,Other Gases,89034,6.578266266502224e-4,135345692
1990,NY,Petroleum,33884855,0.25035783924323207,135345692
1990,NY,Pumped Storage,-1054095,-0.007788168093299933,135345692
1990,NY,Wood and Wood Derived Fuels,407959,0.003014200112109959,135345692
1990,OH,Coal,115832650,0.9050802705320943,127980527
1990,OH,Hydroelectric,181395,0.0014173640650815573,127980527
1990,OH,Natural Gas,241585,0.0018876699890445052,127980527
1990,OH,Nuclear,10663897,0.083324371683514,127980527
1990,OH,Other Biomass,304285,0.0023775882716907393,127980527
1990,OH,Other Gases,64159,5.013184544864392e-4,127980527
1990,OH,Petroleum,374481,0.0029260779649704052,127980527
1990,OH,Wood and Wood Derived Fuels,318075,0.002485339039118037,127980527
1990,OK,Coal,25655347,0.5449409633325645,47079131
1990,OK,Hydroelectric,2730594,0.058000093502150664,47079131
1990,OK,Natural Gas,18236766,0.3873641168100575,47079131
1990,OK,Other Biomass,1780,3.780868427669151e-5,47079131
1990,OK,Other Gases,88970,0.0018897969888186765,47079131
1990,OK,Petroleum,76947,0.0016344184432801022,47079131
1990,OK,Pumped Storage,19764,4.1980384047445566e-4,47079131
1990,OK,Wood and Wood Derived Fuels,268963,0.005712998398377404,47079131
1990,OR,Coal,1317344,0.026152184310420525,50372236
1990,OR,Hydroelectric,41240367,0.8187122564898648,50372236
1990,OR,Natural Gas,819328,0.01626546814399901,50372236
1990,OR,Nuclear,6073796,0.12057824870033564,50372236
1990,OR,Other Biomass,90487,0.001796366553988193,50372236
1990,OR,Petroleum,27777,5.514347228898078e-4,50372236
1990,OR,Wind,539,1.070033897244506e-5,50372236
1990,OR,Wood and Wood Derived Fuels,802598,0.01593334073952961,50372236
1990,PA,Coal,106677155,0.6074202473041862,175623311
1990,PA,Hydroelectric,2869192,0.016337193415058664,175623311
1990,PA,Natural Gas,2833882,0.016136138100710334,175623311
1990,PA,Nuclear,57787051,0.32903975372608707,175623311
1990,PA,Other,732,4.168011614357959e-6,175623311
1990,PA,Other Biomass,300109,0.0017088221278324493,175623311
1990,PA,Other Gases,841604,0.004792097331543874,175623311
1990,PA,Petroleum,4654522,0.02650287125038885,175623311
1990,PA,Pumped Storage,-879249,-0.005006448147421614,175623311
1990,PA,Wood and Wood Derived Fuels,538313,0.003065156879999831,175623311
1990,RI,Coal,0,0,1107316
1990,RI,Hydroelectric,9946,0.008982079189680272,1107316
1990,RI,Natural Gas,876943,0.7919536970476359,1107316
1990,RI,Other Biomass,34756,0.03138760751221874,1107316
1990,RI,Petroleum,185671,0.1676766162504651,1107316
1990,SC,Coal,23411867,0.3280665038805589,71363174
1990,SC,Hydroelectric,3298066,0.046215237007255314,71363174
1990,SC,Natural Gas,787535,0.011035593792394941,71363174
1990,SC,Nuclear,42880669,0.6008795096473708,71363174
1990,SC,Other Biomass,49561,6.944898499049384e-4,71363174
1990,SC,Petroleum,172575,0.0024182640755300486,71363174
1990,SC,Pumped Storage,-506389,-0.007095942789764368,71363174
1990,SC,Wood and Wood Derived Fuels,1269290,0.017786344536749446,71363174
1990,SD,Coal,2472514,0.38467901771038165,6427473
1990,SD,Hydroelectric,3934402,0.6121226802508544,6427473
1990,SD,Natural Gas,12408,0.0019304631851429013,6427473
1990,SD,Petroleum,8149,0.001267838853621011,6427473
1990,TN,Coal,51825606,0.6802366773316117,76187609
1990,TN,Hydroelectric,10015363,0.1314565863328248,76187609
1990,TN,Natural Gas,224146,0.0029420269639909556,76187609
1990,TN,Nuclear,14002591,0.1837909232720507,76187609
1990,TN,Other,45000,5.906472271626216e-4,76187609
1990,TN,Other Biomass,44919,5.89584062153729e-4,76187609
1990,TN,Other Gases,4210,5.52583294745475e-5,76187609
1990,TN,Petroleum,137067,0.0017990720774555347,76187609
1990,TN,Pumped Storage,-478151,-0.006275968051445216,76187609
1990,TN,Wood and Wood Derived Fuels,366858,0.004815192454720557,76187609
1990,TX,Coal,120921396,0.4294699273921136,281559635
1990,TX,Hydroelectric,1793625,0.006370320092224867,281559635
1990,TX,Natural Gas,136234325,0.48385602218869195,281559635
1990,TX,Nuclear,15859258,0.056326461710322934,281559635
1990,TX,Other,488731,0.0017357992384100086,281559635
1990,TX,Other Biomass,333132,0.001183166756129656,281559635
1990,TX,Other Gases,2997509,0.010646089237898039,281559635
1990,TX,Petroleum,1827803,0.0064917082308335854,281559635
1990,TX,Solar Thermal and Photovoltaic,385,1.367383502965544e-6,281559635
1990,TX,Wood and Wood Derived Fuels,1103471,0.003919137769872447,281559635
1990,US-TOTAL,Coal,1594011479,0.5247208949584878,3037827337
1990,US-TOTAL,Geothermal,15434271,0.005080693959137942,3037827337
1990,US-TOTAL,Hydroelectric,292865846,0.09640635016775478,3037827337
1990,US-TOTAL,Natural Gas,372765154,0.1227078147134338,3037827337
1990,US-TOTAL,Nuclear,576861678,0.18989284577631016,3037827337
1990,US-TOTAL,Other,3615663,0.001190213464722666,3037827337
1990,US-TOTAL,Other Biomass,13260379,0.004365086467717175,3037827337
1990,US-TOTAL,Other Gases,10382830,0.0034178473126301977,3037827337
1990,US-TOTAL,Petroleum,126460202,0.04162850220608177,3037827337
1990,US-TOTAL,Pumped Storage,-3507741,-0.0011546874166535291,3037827337
1990,US-TOTAL,Solar Thermal and Photovoltaic,367087,1.208386650317381e-4,3037827337
1990,US-TOTAL,Wind,2788600,9.179586891050484e-4,3037827337
1990,US-TOTAL,Wood and Wood Derived Fuels,32521889,0.010705641036240368,3037827337
1990,UT,Coal,31522926,0.9680436146697692,32563539
1990,UT,Geothermal,151825,0.0046624232089761495,32563539
1990,UT,Hydroelectric,508443,0.015613874155385874,32563539
1990,UT,Natural Gas,146488,0.004498528246576639,32563539
1990,UT,Other Gases,182005,0.005589226650088616,32563539
1990,UT,Petroleum,51852,0.0015923330692035654,32563539
1990,UT,Pumped Storage,0,0,32563539
1990,VA,Coal,23899902,0.45467798792864944,52564458
1990,VA,Hydroelectric,1309499,0.024912251544570288,52564458
1990,VA,Natural Gas,1134809,0.021588903285181787,52564458
1990,VA,Nuclear,23820152,0.45316080306582823,52564458
1990,VA,Other Biomass,620794,0.011810147457432169,52564458
1990,VA,Petroleum,1438264,0.027361910589851417,52564458
1990,VA,Pumped Storage,-833669,-0.015859937146122577,52564458
1990,VA,Solar Thermal and Photovoltaic,34,6.468248944942988e-7,52564458
1990,VA,Wood and Wood Derived Fuels,1174673,0.02234728644971475,52564458
1990,VT,Hydroelectric,1365031,0.264330451648184,5164108
1990,VT,Natural Gas,65281,0.012641292552363351,5164108
1990,VT,Nuclear,3616268,0.7002696303020773,5164108
1990,VT,Petroleum,2543,4.924374161036137e-4,5164108
1990,VT,Wind,0,0,5164108
1990,VT,Wood and Wood Derived Fuels,114985,0.02226618808127173,5164108
1990,WA,Coal,7390279,0.07240293922106568,102071533
1990,WA,Hydroelectric,87466708,0.856915786696375,102071533
1990,WA,Natural Gas,288058,0.002822118876180688,102071533
1990,WA,Nuclear,5742027,0.056254930549539214,102071533
1990,WA,Other,3750,3.673894071915232e-5,102071533
1990,WA,Other Biomass,6499,6.367103352900559e-5,102071533
1990,WA,Other Gases,8460,8.288305026240764e-5,102071533
1990,WA,Petroleum,42981,4.2108704294663627e-4,102071533
1990,WA,Pumped Storage,0,0,102071533
1990,WA,Wood and Wood Derived Fuels,1122771,0.010999844589382232,102071533
1990,WI,Coal,33168941,0.6943632961533913,47768857
1990,WI,Hydroelectric,2014412,0.04216998535259071,47768857
1990,WI,Natural Gas,347204,0.007268417580098264,47768857
1990,WI,Nuclear,11225913,0.23500484845178524,47768857
1990,WI,Other Biomass,149770,0.003135306335673889,47768857
1990,WI,Petroleum,179457,0.0037567781870937378,47768857
1990,WI,Wind,44,9.211022151943054e-7,47768857
1990,WI,Wood and Wood Derived Fuels,683116,0.014300446837151662,47768857
1990,WV,Coal,77643366,0.9761605623487105,79539544
1990,WV,Hydroelectric,1295051,0.016281850949510096,79539544
1990,WV,Natural Gas,90063,0.0011323047061974607,79539544
1990,WV,Other,11207,1.4089846931986434e-4,79539544
1990,WV,Other Gases,174182,0.0021898792882192033,79539544
1990,WV,Petroleum,325675,0.004094504238042904,79539544
1990,WY,Coal,38908467,0.9733208521883634,39974965
1990,WY,Hydroelectric,644613,0.016125417495675105,39974965
1990,WY,Natural Gas,268202,0.0067092491513125775,39974965
1990,WY,Other,45396,0.001135610750378393,39974965
1990,WY,Other Gases,8642,2.1618530497775296e-4,39974965
1990,WY,Petroleum,49205,0.0012308953866501196,39974965
1990,WY,Wood and Wood Derived Fuels,50440,0.001261789722642659,39974965
1991,AK,Coal,520514,0.09657339714736722,5389828
1991,AK,Hydroelectric,896113,0.16626003649838178,5389828
1991,AK,Natural Gas,3319395,0.6158628809676301,5389828
1991,AK,Petroleum,513425,0.09525814181825468,5389828
1991,AK,Wind,0,0,5389828
1991,AK,Wood and Wood Derived Fuels,140381,0.02604554356836619,5389828
1991,AL,Coal,58222842,0.6557615015200715,88786612
1991,AL,Hydroelectric,10757723,0.12116379663186157,88786612
1991,AL,Natural Gas,1222500,0.013768967780863178,88786612
1991,AL,Nuclear,15874637,0.17879539090871044,88786612
1991,AL,Other Biomass,31330,3.5286851580731564e-4,88786612
1991,AL,Other Gases,293206,0.0033023672532971524,88786612
1991,AL,Petroleum,167824,0.0018901948865894332,88786612
1991,AL,Wood and Wood Derived Fuels,2216550,0.02496491250279941,88786612
1991,AR,Coal,19644712,0.48324995909104285,40651244
1991,AR,Hydroelectric,3546966,0.08725356596713252,40651244
1991,AR,Natural Gas,3324886,0.08179051051918608,40651244
1991,AR,Nuclear,12661793,0.3114736906944348,40651244
1991,AR,Other Biomass,16613,4.0867138038875266e-4,40651244
1991,AR,Petroleum,68257,0.0016790876067654904,40651244
1991,AR,Pumped Storage,14103,3.46926652478335e-4,40651244
1991,AR,Wood and Wood Derived Fuels,1373914,0.03379758808857116,40651244
1991,AZ,Coal,32557748,0.484471906431052,67202551
1991,AZ,Hydroelectric,6735540,0.10022744523492866,67202551
1991,AZ,Natural Gas,2226388,0.033129516169706115,67202551
1991,AZ,Nuclear,25095776,0.37343487154230204,67202551
1991,AZ,Petroleum,117399,0.001746942612342201,67202551
1991,AZ,Pumped Storage,362912,0.005400271189110068,67202551
1991,AZ,Wood and Wood Derived Fuels,106788,0.0015890468205589398,67202551
1991,CA,Coal,2632419,0.01656154798446145,158947642
1991,CA,Geothermal,14784796,0.09301676837709867,158947642
1991,CA,Hydroelectric,21957064,0.1381402311083042,158947642
1991,CA,Natural Gas,74006160,0.4656008674856592,158947642
1991,CA,Nuclear,31541799,0.19844144023224955,158947642
1991,CA,Other,5112,3.2161534047796694e-5,158947642
1991,CA,Other Biomass,2471400,0.01554851628437495,158947642
1991,CA,Other Gases,1978403,0.01244688486791141,158947642
1991,CA,Petroleum,1970119,0.012394767076821436,158947642
1991,CA,Pumped Storage,99860,6.28257196794401e-4,158947642
1991,CA,Solar Thermal and Photovoltaic,471361,0.0029655111209513883,158947642
1991,CA,Wind,2914505,0.018336258174877485,158947642
1991,CA,Wood and Wood Derived Fuels,4114644,0.02588678855644804,158947642
1991,CO,Coal,29134010,0.9013791492269579,32321593
1991,CO,Hydroelectric,1794290,0.05551366233712553,32321593
1991,CO,Natural Gas,1314681,0.040675006334000924,32321593
1991,CO,Other Biomass,58832,0.0018202073146580367,32321593
1991,CO,Petroleum,37910,0.0011729001104617584,32321593
1991,CO,Pumped Storage,-18130,-5.609253232042121e-4,32321593
1991,CT,Coal,3633427,0.13438985944428317,27036467
1991,CT,Hydroelectric,433338,0.016027907788395575,27036467
1991,CT,Natural Gas,1571856,0.058138365489840076,27036467
1991,CT,Nuclear,12242911,0.4528295431499981,27036467
1991,CT,Other,0,0,27036467
1991,CT,Other Biomass,1162621,0.04300195731934946,27036467
1991,CT,Other Gases,2646,9.786781682680655e-5,27036467
1991,CT,Petroleum,7993224,0.29564602505201587,27036467
1991,CT,Pumped Storage,-3556,-1.315260607090416e-4,27036467
1991,DC,Coal,0,0,179814
1991,DC,Petroleum,179814,1,179814
1991,DE,Coal,4820759,0.6150392721122839,7838132
1991,DE,Natural Gas,1110236,0.1416454838984595,7838132
1991,DE,Other,6315,8.056766586732655e-4,7838132
1991,DE,Other Gases,0,0,7838132
1991,DE,Petroleum,1900822,0.24250956733058335,7838132
1991,FL,Coal,62013484,0.4448067476340655,139416689
1991,FL,Hydroelectric,263066,0.0018869046588819794,139416689
1991,FL,Natural Gas,19758810,0.14172485476254568,139416689
1991,FL,Nuclear,20507569,0.1470955102082506,139416689
1991,FL,Other,1917539,0.013754013337671504,139416689
1991,FL,Other Biomass,2259842,0.016209264588115415,139416689
1991,FL,Other Gases,10292,7.382186504228342e-5,139416689
1991,FL,Petroleum,30599959,0.21948562413499864,139416689
1991,FL,Wood and Wood Derived Fuels,2086128,0.014963258810428355,139416689
1991,GA,Coal,61034072,0.6346270664724434,96173131
1991,GA,Hydroelectric,4232058,0.04400457753631833,96173131
1991,GA,Natural Gas,809826,0.00842050156399712,96173131
1991,GA,Nuclear,26016023,0.2705123845869175,96173131
1991,GA,Other,431,4.481501179367863e-6,96173131
1991,GA,Other Biomass,65788,6.840580036850417e-4,96173131
1991,GA,Petroleum,541032,0.005625604515256969,96173131
1991,GA,Pumped Storage,432291,0.004494924887076828,96173131
1991,GA,Wood and Wood Derived Fuels,3041610,0.03162640093312549,96173131
1991,HI,Coal,7612,8.746173118386439e-4,8703235
1991,HI,Hydroelectric,70988,0.008156507321702791,8703235
1991,HI,Other Biomass,823082,0.09457196088580855,8703235
1991,HI,Other Gases,51479,0.0059149270357516485,8703235
